//Input. Needs to be first e.g [I] replaced by click or tap,
Click,Clique
Mode MagicOnly,Singes magiques seulement
Mode HalfCash,Moitié d'argent
,
Requires internet connection,Requiert une connexion Internet
Daily chest countdown,Reviens dans {0} h {1} min pour recevoir ta prochaine récompense !
Daily challenge countdown,Reviens dans {0} h {1} min pour le prochain défi
,
// Language,
Chinese Simplified,Chinois simplifié
Chinese Traditional,Chinois traditionnel
Danish,Danois
Dutch,Néerlandais
English,Anglais
French,Français
German,Allemand
Italian,Italien
Norwegian,Norvégien
Portuguese,Portugais
Russian,Russe
Spanish,Espagnol
Swedish,Suédois
Turkish,Turc
Korean,Coréen
Japanese,Japonais
Polish,Polonais
Monkelish,Singelais
,
Backup,Sauvegarde
Profile,Compte
Copyright,© Ninja Kiwi Version {0}
,
IAP Failed AppNotKnown,Impossible d'acheter. La boutique a signalé que l'appli n'était pas reconnue.
IAP Failed NoProductsAvailable,Impossible d'acheter. Aucun produit n'est disponible à l'achat.
IAP Failed PurchasingUnavailable,Impossible d'acheter. Autorise les achats intra-appli via les réglages de l'appareil pour continuer.
NaturesWardTotem,Totem de gardien de la nature
Natures Ward Totem,Totem de gardien de la nature
Max Level Reached,Niveau maximum atteint
Marine,Marine
,
Insta monkey roll,Singe instantané aléatoire
,
// Translated 19/2/2018,
Game Hints,Astuces de jeu
Unavailable,Indisponible
Auto Start,Démarrage automatique
Double Cash Mode,Mode argent doublé
Choose a monkey to unlock,Choisis un singe à débloquer
Level up monkeys,{0} singes
Unlock,Débloquer
Upgrade Locked,Amélioration bloquée
Pause,Pause
Pause Difficulty,Difficulté : {0}
Military only,Militaire seulement
Activated Abilities,Aptitudes activées
Unlock at level,Déblocable au niveau {0}
Restore Purchases,Restaurer les achats
,
// NEW TEXT TO TRANSLATE,
,
// First Time Triggers,
ft_regrowbloonstitle,Bloons repousseurs 
ft_regrowbloonsdescription,Regonfle des Bloons ! Ces adorables Bloons en forme de cœur régénèrent leurs couches perdues à un intervalle régulier de quelques secondes.
ft_camobloonstitle,Bloons camouflés
ft_camobloonsdescription,"IMPORTANT ! Les Bloons camouflés ne peuvent pas être touchés par tes singes à moins d'avoir un moyen de les détecter. Par exemple, Quincy le peut au niveau 5, ainsi que les singes à fléchettes possédant une vision améliorée."
ft_leadbloonstitle,Bloons en plomb
ft_leadbloonsdescription,"Bloons en plomb. Ils sont en métal, et ne peuvent donc pas être blessés par des objets tranchants. Essaie les bombes."
ft_ceramicbloonstitle,Bloons en céramique
ft_ceramicbloonsdescription,Les Bloons en céramique sont couverts d'une couche d'argile dure. Plusieurs attaques sont nécessaires pour les éclater.
ft_moabclassbloonstitle,Bloons de classe MOAB
ft_moabclassbloonsdescription,"Crains les Bloons de classe MOAB ! Ces forteresses flottantes requièrent un grand nombre d'attaques pour se faire éclater. Et, lors de leur éclatement, elles libèrent des Bloons en céramique."
ft_purplebloonstitle,Bloons violets
ft_purplebloonsdescription,"Les Bloons violets contiennent 2 Bloons roses, et sont rapides ET immunisés contre tout effet d'énergie, de feu et de plasma."
ft_activatedabilitiestitle,Aptitudes activées
ft_activatedabilitiesdescription,"Tu as une aptitude activée ! Elles créent des effets temporaires puissants qui t'aident à gagner. Mais choisis soigneusement quand les utiliser, car elles possèdent toutes un temps de recharge avant de pouvoir les utiliser à nouveau."
ft_blackbloonstitle,Bloons noirs
ft_blackbloonsdescription,"Les Bloons noirs sont petits, mais ils contiennent 2 Bloons roses ! En plus de ça, les Bloons noirs sont immunisés contre les explosions."
ft_whitebloonstitle,Bloons blancs
ft_whitebloonsdescription,"Les Bloons blancs sont comme les Bloons noirs, mais ils sont immunisés contre les effets de glace."
ft_fortifiedbloonstitle,Bloons fortifiés
ft_fortifiedbloonsdescription,"Qu'est-ce que c'est ? Ces Bloons possèdent un blindage supplémentaire, les rendant plus difficiles à éclater !"
ft_trackremovabletitle,Objet de circuit amovible
ft_trackremovabledescription,"Certains circuits possèdent des objets qui peuvent être enlevés, à un coût. Découvrez-les sur certains circuits intermédiaires ou plus difficiles."
ft_autostarttitle,Démarrage automatique
ft_autostartdescription,"Le démarrage automatique est activé, ce qui signifie que chaque manche débute automatiquement. Change ce paramètre dans le menu des options."
ft_bananafarmtitle,Bananeraie
ft_bananafarmdescription,Tu possèdes une bananeraie ! Ces fermes génèrent des bananes automatiquement durant chaque manche. Convertis les bananes en argent en cliquant sur les bananes. Mais n'attends pas trop longtemps : les bananes pourrissent si elles ne sont pas cueillies.
ft_powerstitle,Pouvoirs
ft_powersdescription,"Tu as un pouvoir ! Ils créent des effets temporaires puissants qui t'aident à gagner, mais s'épuisent durant le processus. Choisis soigneusement quand les utiliser !"
ft_monkeyknowledgetitle,Connaissances de singe
ft_monkeyknowledgedescription,Tu as débloqué les secrets des connaissances de singe ! Chaque connaissance fournit des bénéfices permanents à tes singes.
ft_sandboxmodetitle,Mode Bac à sable
ft_sandboxmodedescription,Le simulateur de Bloons du Dr. Singe est prêt ! Tu peux y tester des combinaisons de singes et leur envoyer des Bloons ou même des manches spécifiques !
ft_ultimatepowertitle,Pouvoir ultime
ft_ultimatepowerdescription,Les singes de niveau 5 sont les plus puissants du jeu. Tu ne peux faire jouer qu'un singe de chaque chemin à la fois.
ft_zomgtitle,ZOMG
ft_zomgdescription,Ça doit bien être le plus gros truc que les Bloons peuvent nous lancer dessus ? Non ?
ft_badtitle,BAD
ft_baddescription,"C'est un énorme ballon dirigeable de la mort. Il est gros, lent et incroyablement difficile à éliminer."
ft_loginprompttitle,Se connecter
ft_loginpromptdescription,Connecte-toi au Cloud Ninja Kiwi pour sauvegarder ta progression !
ft_camoremindertitle,Attention ! Des Bloons camouflés !
ft_camoreminderdescription,"Plus de Bloons camouflés en chemin. Tu dois préparer tes défenses ! Il y a de nombreuses manières de faire éclater les Bloons camouflés, essaie ces améliorations : singes à fléchettes à vision améliorée, ou singe sniper à lunettes de vision nocturne. Rech"
ft_upgradesremindertitle,Améliore tes singes !
ft_upgradesreminderdescription,"Tu as débloqué les améliorations de singe de façon permanente, mais tu dois encore les appliquer à tes singes à chaque partie. Touche un singe pour appliquer les améliorations."
,
// Every Time Triggers,
et_clickstitle,CHIMPANZÉS
et_clicksdescription,"Le défi décisif pour tout maître BTD. Sans possibilité de continuer, cœur perdu, revenu, connaissance de singe, pouvoir ou vente."
et_deflationtitle,Dégonflage
et_deflationdescription,"Débute au niveau {0} avec {1} en argent, mais sans possibilité d'en gagner plus."
et_apopalypsetitle,Apopalypse
et_apopalypsedescription,"Des vagues de Bloons toujours croissantes, pas de pause entre les manches. Jusqu'où peux-tu aller ? \nRemarque : les parties sauvegardées seront lancées dès que tu sélectionnes Jouer."
et_freeplaytitle,Jeu libre
et_freeplaydescription,C'est un mode de jeu libre et les règles ont changé ! Les Bloons deviendront de plus en plus puissants et rapides au fur et à mesure de ta progression. Continue à jouer aussi longtemps que tu peux !
et_impoppabletitle,Impossible à éclater
et_impoppabledescription,Inéclatable mettra grandement à l'épreuve tes aptitudes d'éclatement de Bloons. Certaines règles et difficultés liées au freeplay s'appliqueront dans les manches ultérieures. Bonne chance !
et_halfcashtitle,Moitié d'argent
et_halfcashdescription,"Moitié d'argent au début, argent de fin de manche, et toutes les générations de recettes. ATTENTION : aussi moitié de livraison d'argent et continuation !"
,
DailyChallengeLocked,Bloqué : tu dois avoir au moins une tour débloquée
,
// IAP Promo Strings - not in-game,
Pile of Monkey Money IAP Promo,3 500 MS en vente actuellement !
Vault of Monkey Money IAP Promo,16 000 MS en vente actuellement !
Tier 3 Insta-Towers Pack,10 singes de niveau 3 en vente actuellement !
,
Continue Round,Manche {0}
Continue Saved Game?,Continuer la partie sauvegardée ?
Overwrite save heading,Écraser la sauvegarde ?
Overwrite save details,Jouer à une nouvelle partie remplacera ta partie sauvegardée actuelle. Es-tu sûr de vouloir continuer ?
Time remaining,Temps restant : {0}
Daily challenge completed,Défi quotidien complété. Prochain défi débloqué dans {0} 
Try me in the Next Game!,Joue avec moi à la prochaine partie !
GooglePlay login failed,Échec de connexion à Google Play. Vérifie ta connexion Internet et tes données de connexion.
Knowledge unlock tip,Tu commenceras à gagner des points de connaissances de singe à partir du niveau 30.
Daily challenges unlock at,Les défis quotidiens et les événements se débloquent au niveau {0}
,
,
FriendLiNKLoginRequiredBody,Compte requis pour afficher les scores des amis.
FriendLiNKLoginRequiredTitle,Connexion ?
FriendLiNKLoginFailed,Échec de connexion à Facebook. Vérifie ta connexion Internet et tes données de connexion.
Do It,Vas-y
Restart?,Redémarrer ?
Continue Details,Réessaie cette manche avec de nouvelles vies et de l'argent.
Restart Details,Voulez-vous vraiment redémarrer ?
Insta-Monkey!,Singe insta !
Power!,Pouvoir !
Optimizing,Optimisation…
Task Load Asset Bundles,Téléchargement de nouveau contenu
Task Load global scene,Entraînement de singes…
Task Get server time,En pause…
Task Set up rendering,Gonflage de Bloons…
Task Set up cameras,Cueillette de bananes…
Task Load game model,Préparation des fléchettes…
Task Bake meshes,Taillage de jardin…
Task Download sku settings,Libération du Dieu du soleil singe…
Task Load fonts,Réveil du Dieu du soleil…
Task Localise,Invocation des héros…
Loading Step,Étape {0} sur {1}...
Task failed,échec
downloading,téléchargement
Waiting for internet connection,en attente de connexion Internet…
parsing,décryptage
Back up Successful!,Succès !
Backing Up Data,Sauvegarde des données…
Failed to Backup,Échec
Quit Game,Quitter la partie ?
Quit Question,Es-tu sûr de vouloir quitter le jeu ?
Quit Cancel,Annuler
Quit Confirmed,Quitter
IAP Failed PurchasingUnavailableAndroid,Connecte-toi à ton compte Facebook pour effectuer un achat
Gift received,Cadeau reçu
Unlocked,Débloqué
Upgrade info,Info sur l'amélioration
Tap and hold,Touche et maintiens appuyées les icônes d'amélioration pour obtenir plus d'infos !
iveplayedbefore,J'ai déjà joué
notnow,Pas maintenant
Knowledge Unlock,Débloquer les connaissances
New Version,Nouvelle version
Update now,"Les singes requièrent du super nouveau contenu et des corrections de bugs. Mets le jeu à jour ! Si aucune mise à jour n'est disponible, consulte https://ninja.kiwi/btd6_update pour obtenir de l'aide"
Update soon,Une nouvelle mise à jour est disponible. Profites-en maintenant !
keep playing,Continuer de jouer
playing on another device,Connecté sur un autre dispositif
Applies To This Monkey Only,S'applique pour ce singe uniquement.
Applies For This Game Only,S'applique pour cette partie uniquement.
All Knowledge On,Activer les connaissances de singe
All Knowledge Off,Activer les connaissances de singe
Bonus Rewards,Récompenses bonus :
FBFriends,Amis
NewLabel,Nouveau
RateGameTitle,Donnez-nous votre avis !
RateGameBody,Vous aimez le jeu ? Veuillez prendre un instant pour nous évaluer !
UpdatePanelClose,Fermer
UpdatePanelUpdate,Mettre à jour
Advanced Daily Challenge,Défi avancé
Max,Max
Bloon Health Increased,Santé des Bloons en céramique augmentée
Bloon Health Decreased,Santé des Bloons en céramique réduite
Bloon Speed Increased,Vitesse des Bloons augmentée
Bloon Speed Decreased,Vitesse des Bloons diminuée
Monkey Knowledge Disabled,Connaissances de singe désactivées
No Lives Lost,Aucune vie perdue
ContinuePrevious,Continuer Précédent
Monkeys Excluded,Singes exclus
Build Map Object,Construire pour {0} $
Hero Audio Toggle,Audio héros
RequiresBananaFarm,Requiert une bananeraie
Respec All Monkey Knowledge Button,Réinitialiser toutes les connaissances de singe
Respec Monkey Knowledge Confirm Title,Réinitialiser les connaissances de singe ?
Respec Monkey Knowledge Confirm Body,"Réinitialise toutes les connaissances de singe, vous permettant d'allouer à nouveau tous les points. La monnaie de singe dépensée pour débloquer une connaissance donnée reste investie dans ce déblocage."
Respec Button,Réinitialiser
Insta Monkeys UI Visibility,Singes instantanés
CoopQuickMatch,Match rapide
CoopCreateMatch,Créer un match
CoopJoinMatch,Rejoindre un match
CoopTwoPlayer,2 joueurs
CoopThreePlayer,3 joueurs
CoopFourPlayer,4 joueurs
CoopTitle,Coop
CoopLookingForMatch,Recherche de partie en cours…
CoopEnterMatchCode,Entrer le code :
CoopPlayers,Joueurs :
CoopTrackType,Difficulté de la carte :
CoopTrackDifficulty,Difficulté de la partie :
CoopSettings,Paramètres :
CoopCopyCode,Copier le code
CoopPrivate,Privé
CoopPublic,Public
Mode,Mode de jeu
Ready,Prêt !
CoopCalloutTowersPositive,Maître bâtisseur
CoopCalloutTowersNegative,"Moins, c'est plus"
CoopCalloutPopsPositive,Maître éclateur
CoopCalloutPopsNegative,Éclateur pacifiste
CoopCalloutMOABsPositive,Compétences de Boss
CoopCalloutMOABsNegative,Quels MOAB ?
CoopCalloutEcoPositive,Singe magnat
CoopCalloutEcoNegative,Pas de bananes pour toi
CoopCalloutAbilitiesPositive,Activateur
CoopCalloutPowersPositive,Pleins pouvoirs
CoopCalloutInstasPositive,Gagnant instantané
CoopMonkeyStar,Star des singes
CoopStatsTowers,Tours placées
CoopStatsPops,Bloons éclatés
CoopStatsEco,Argent généré
CoopStatsMOABs,MOAB éclatés
CoopStatsAbilities,Aptitudes utilisées
CoopStatsPowers,Pouvoirs utilisés
CoopStatsInstas,Instantanés utilisés
TechBot,Tech Bot
EnergisingTotem,Totem énergisant
TechBot Description,"Tech Bot peut activer tes aptitudes pour toi, dès qu'elles sont prêtes pour une efficacité maximale."
EnergisingTotem Description,Faisons le plein d'énergie ! Ce totem augmentera de 25 % la vitesse d'attaque de tous les singes à portée. Dure 5 manches et peut être rechargé.
