//Input. Needs to be first e.g [I] replaced by click or tap,
Click,クリック
Grow Blocker Description,再増殖型ブルーンが村の半径内にいる間は、その作用を防ぐ。
Monkey Business Description,村の半径で購入した全てのモンキーとアップグレードに10％割引を提供する。
Jungle Drums Description,半径内の全てのモンキーの攻撃速度を上げる。
Radar Scanner Description,半径内の全てのモンキーがカモフラージュブルーンを攻撃できるようにする。
Monkey Commerce Description,この追加のアップグレードで、他の2つの村と5％割引を合わせることができる。
Primary Training Description,半径内全てのメインモンキーが、射程距離、貫通、投射スピードを得る。
Monkey Intelligence Bureau Description,当局が特別ブルーン割り知識を与えてくれ、付近のモンキーが全ての種類のブルーンを割れるようになる。
Monkey Town Description,モンキータウンの半径内のすべてのモンキーが、ブルーンを割るごとに現金を追加で得る。
Primary Mentoring Description,半径内の全てのメインモンキーが無料で1段階アップグレードを獲得する。
Call to Arms Description,戦闘召集能力：近くの全てのモンキーに、プラス50％の攻撃速度と風船割りが10秒間与えられる。
Monkey City Description,影響を及ぼす半径を広げ、半径内のキャッシュ生成を増やし、ラウンドごとにダーツモンキーを1匹無料でもらえる。
Primary Expertise Description,メガバリスタ攻撃を追加するほか、半径内の全てのメインモンキーの破裂パワーが増え、能力のクールダウンがさらに減少され、ティア1とティア2のアップグレードを無料で取得する。
Homeland Defense Description,能力が攻撃速度を増やし、20秒間、全てのモンキーが二倍の速度で風船を割れるようになる。
Monkeyopolis Description,全ての近隣バナナ農園とその収入を吸収し、新しいモンキー用のスペースを作る。
,
//Ability Names,
Super Monkey Fan Club Ability,スーパーモンキー\nファンクラブ
Plasma Monkey Fan Club Ability,プラズマモンキー・ファンクラブ
Turbo Charge Ability,ターボチャージ
Perma Charge Ability,永久チャージ
MOAB Assassin Ability,暗殺MOAB
MOAB Eliminator Ability,消滅MOAB
Blade Maelstrom Ability,ブレード大混乱
Super Maelstrom Ability,スーパー大混乱
Snowstorm Ability,雪嵐
Absolute Zero Ability,絶対零度
Glue Strike Ability,グルー攻撃
Glue Storm Ability,グルーストーム
Supply Drop Ability,供給品ドロップ
Elite Sniper Ability,エリート供給品ドロップ
Elite Defender Ability,エリートディフェンダー
First Strike Capability Ability,先制攻撃
Pre-emptive Strike Ability,先手攻撃
Monkey Pirates Ability,MOABテイクダウン
Pirate Lord Ability,海賊の王
Ground Zero Ability,爆心地
Tsar Bomba Ability,ツァーボンバー
Support Chinook Redeploy Ability,チヌーク補佐再展開
Support Chinook Supplies Ability,チヌーク補佐供給
Special Poperations Ability,特別破裂準備
Pop and Awe Ability,割ってびっくり
Rocket Storm Ability,ロケットストーム
Mauler Storm Ability,モーラー嵐
Summon Phoenix Ability,不死鳥召喚
Wizard Lord Phoenix Ability,魔法使いの王フェニックス
Soulbind Ability,暗闇のプリンス
Tech Terror Ability,全滅
The Anti-Bloon Ability,アンチブルーン
Legend of the Night Ability,夜の伝説
Bloon Sabotage Ability,サボタージ
Grand Saboteur Ability,大破壊工作者
Transforming Tonic Ability,ジャングルのめぐみ
IMF loan Ability,IMFローン
Monkey-Nomics Ability,モンキー経済
Overclock Ability,オーバー時計
Spike Storm Ability,スパイク嵐
Carpet of Spikes Ability,スパイクのカーペット
Magic Arcanum Ability,アカデミー卒業生
Call to Arms Ability,武器召喚
Homeland Defense Ability,国土防衛
,
//Ability Descriptions,
Super Monkey Fan Club Ability Description,付近の最高10匹のダーツモンキーを、10秒間スーパーモンキーにする。
Plasma Monkey Fan Club Ability Description,このクラブのエリート会員券があると、ダーツモンキーがもっとパワーアップ！
Turbo Charge Ability Description,このモンキーの攻撃を、10秒間とても速くする。
Perma Charge Ability Description,このモンキーが与えるダメージが、15秒間増える。
MOAB Assassin Ability Description,特別なミサイルが飛び、MOAB級ブルーンに巨大なダメージを与える。
MOAB Eliminator Ability Description,暗殺アビリティ―が与えるダメージが6倍になり、クールダウンが短縮される。
Blade Maelstrom Ability Description,能力：付近を刃の嵐で覆おう。
Super Maelstrom Ability Description,もっとパワフルな大混乱能力で、持続時間も長い。
Snowstorm Ability Description,画面上の全てのブルーンを、短時間の間凍結させる。
Absolute Zero Ability Description,とても冷たい能力なので、冷たさに耐性があるものやMOAB級も含め、全種類のブルーンを凍らせる。
Glue Strike Ability Description,画面上全てのブルーンを糊付けする。
Glue Storm Ability Description,グルーの嵐の能力が、10秒間以上、ノリで画面全体を強打する。
Supply Drop Ability Description,能力：箱一杯のキャッシュをドロップする。
Elite Sniper Ability Description,供給品ドロップにもっとキャッシュが入っている。
Elite Defender Ability Description,失われたライフルが、短時間の間、報復としてこのスナイパーに2倍の攻撃速度を与える。
First Strike Capability Ability Description,能力：画面で一番大きなブルーンに破壊的ミサイル攻撃を行う。一度でZOMGブルーン一つか、沢山の小さいブルーンを破壊する。
