//Input. Needs to be first e.g [I] replaced by click or tap,
Click,点击
Loading Message 8,正在唤醒太阳神...
Loading Message 9,正在召唤英雄......
Loading Message 10,正在下载新内容
Internet Connection Required Message,下载新内容需要网络连接。请检查你的网络连接。正在重试…
,
// Achievements,
Achievement 1 Name,不可击破
Achievement 1 Description,击破{0}个气球
Achievement 2 Name,MOAB刺杀
Achievement 2 Description,摧毁{0}个MOAB
Achievement 3 Name,BFB克星
Achievement 3 Description,摧毁{0}个BFB
Achievement 4 Name,ZOMG终结者
Achievement 4 Description,摧毁{0}个ZOMG
Achievement 5 Name,我狠狠教训了DDT一顿
Achievement 5 Description,摧毁{0}个DDT
Achievement 6 Name,工兵
Achievement 6 Description,击破{0}个强化气球或MOAB级气球。避免瞬间击杀和剥离强化属性以获得最佳战果。
Achievement 7 Name,首胜
Achievement 7 Description,在{0}个非教程新手地图上获胜
Achievement 8 Name,蚱蜢
Achievement 8 Description,在{0}个不同的新手地图上获胜
Achievement 9 Name,下一级
Achievement 9 Description,在中级地图上赢{0}回合游戏
Achievement 10 Name,侍僧
Achievement 10 Description,在{0}个不同的中级地图上获胜
Achievement 11 Name,高级玩家
Achievement 11 Description,在高级地图上赢得{0}回合游戏
Achievement 12 Name,极限玩家
Achievement 12 Description,在极限地图上赢得{0}回合游戏
Achievement 13 Name,大猴子
Achievement 13 Description,部署一座4阶猴塔
Achievement 14 Name,巨型猴子
Achievement 14 Description,部署一座5阶猴子塔
Achievement 15 Name,英雄时间
Achievement 15 Description,在非教程地图上部署英雄
Achievement 16 Name,英雄气概
Achievement 16 Description,使用任意4级英雄技能
Achievement 17 Name,越大越坏
Achievement 17 Description,使用任意5级英雄技能
Achievement 18 Name,史诗英雄
Achievement 18 Description,任意英雄等级升级到{0}
Achievement 19 Name,猴复仇者联盟
Achievement 19 Description,使用{0}个不同英雄赢得游戏
Achievement 20 Name,你得到了力量
Achievement 20 Description,第一次使用力量
Achievement 21 Name,力量使用
Achievement 21 Description,使用力量{0}次
Achievement 22 Name,增效
Achievement 22 Description,使用力量{0}次
Achievement 23 Name,学生
Achievement 23 Description,应用你的第一个猴子知识点
Achievement 24 Name,学者
Achievement 24 Description,应用{0}个猴子知识点
Achievement 25 Name,猴子博士
Achievement 25 Description,花费106个猴子知识点
Achievement 26 Name,首猴先来
Achievement 26 Description,赢得仅使用初级猴子的{0}次游戏
Achievement 27 Name,战争猴子
Achievement 27 Description,赢得仅使用军事猴的{0}次游戏
Achievement 28 Name,魔法猴子
Achievement 28 Description,赢得仅使用魔法猴的{0}次游戏
Achievement 29 Name,无名猴子
Achievement 29 Description,赢得仅使用支持猴子的{0}次
Achievement 30 Name,充气
Achievement 30 Description,在放气模式下赢得{0}回合
Achievement 31 Name,幸存者
Achievement 31 Description,在天启模式下轮播{0}
Achievement 32 Name,独立
Achievement 32 Description,以替补气球回合赢得{0}场比赛
Achievement 33 Name,可击破
Achievement 33 Description,赢得{0}游戏难以克服的困难
Achievement 34 Name,节俭
Achievement 34 Description,以一半现金模式赢得{0}场比赛
Achievement 35 Name,气球怪兽！
Achievement 35 Description,对战双倍生命值MOAB赢得{0}场比赛
Achievement 36 Name,角色反转者
Achievement 36 Description,以相反模式赢得游戏
Achievement 37 Name,奖牌获得者
Achievement 37 Description,获得地图的所有奖牌
Achievement 38 Name,美装英雄
Achievement 38 Description,在新手地图上获得36块难度奖牌
Achievement 39 Name,红蓝配......
Achievement 39 Description,击破{0}个紫色气球
Achievement 40 Name,红外线
Achievement 40 Description,击破{0}个迷彩气球
Achievement 41 Name,合力制胜
Achievement 41 Description,收集至少12种不同的力量
Achievement 42 Name,挑战者
Achievement 42 Description,赢得{0}场每日挑战
Achievement 43 Name,挑战学徒
Achievement 43 Description,赢得{0}场每日挑战
Achievement 44 Name,挑战大师
Achievement 44 Description,赢得{0}场每日挑战
Achievement 45 Name,完美的一周
Achievement 45 Description,在一周内完成所有每日挑战
Achievement 46 Name,知识渊博的灵长类动物
Achievement 46 Description,解锁在一个分支所有猴子的知识
Achievement 47 Name,气球大师
Achievement 47 Description,在CHIMPS模式下完成{0}个地图
Achievement 48 Name,超级气球大师
Achievement 48 Description,在CHIMPS模式下完成{0}个地图
Achievement 49 Name,终极气球大师
Achievement 49 Description,在CHIMPS模式下完成{0}个地图
Achievement 50 Name,超级BAD
Achievement 50 Description,摧毁{0}个BAD
Collect,收集
,
//Standard Round Messages,
,
,
Hint 2,每击破一层气球都会获得1笔现金，并且在每回合结束时还会获得一些奖励。
Hint 7,定期玩《气球塔防6》，并查看更新——地图、英雄、挑战和其他精彩部分。
Hint 12,使用某个猴子的次数越多，因使用它而需要解锁的升级也越多。
Hint 26,看到那些斑马条纹气球了吗？它们结合了白气球和黑气球的残暴属性，黑白相间，非常有趣。
Hint 32,你在第24回合又见到了一个迷彩气球。希望你已经准备好迎接更多！
Hint 38,下一回合结束时有2个重生彩虹气球。如果处理得不好，2个可能会变成多个......
Hint 39,下一回合将首次出现首MOAB级气球。不要说你没有接到警告！
Hint 41,接下来：再生彩虹气球和迷彩彩虹气球。你确定没问题吗？
Hint 45,接下来是强化陶瓷气球。
Hint 50,顺带一说，大量迷彩陶瓷气球可能会毁了你一天的好心情。
Hint 54,BTD6很棒。生活也很棒。不要忘记多多休息，做点别的事情。然后玩更多的BTD6！
Hint 58,你能击破铅气球吗？你能击破迷彩气球吗？那...迷彩铅气球呢？
Hint 59,接下来是中等难度的最后一回合。恭喜！击破BFB气球即可...
Hint 62,如果你玩过BTD5，你会记得第63回合是什么样的。如果你是这个游戏的新手，最好还是透露一下，那一回合有很多陶瓷气球。
Hint 73,下一回合：迷彩重生强化陶瓷气球。噗…真拗口。
Hint 77,当你将75个陶瓷气球塞进一个小空间时会发生什么？你即将找到答案！
Hint 79,接下来是困难模式的最后一回合。把你在对战ZOMG气球时获得的经验都丢到一边吧。最后一回合的气球很大、飞行很慢，但是非常难对付。
Hint 89,你问什么是DDT气球？大概就相当于MOAB气球、粉气球、迷彩气球和铅气球的合体一样吧。当然，继承的都是它们邪恶的一面。 
Hint 100,恭喜你完成100回合！领取你的奖励吧！
,
//Alternate Round Messages [will comment out duplicates for now / warnings],
Alternate Hint 3,替代气球回合...
Alternate Hint 4,你知道'替代'意味着更难吗？
Alternate Hint 5,你看到迷彩时是否恐慌？
Alternate Hint 7,仍然出于最大生命状态？
Alternate Hint 8,嗯，不知道什么时候第一个铅气球会出现？
Alternate Hint 21,这就是我们所说的“现金饥饿”回合......
Alternate Hint 39,下一回合，MOAB会像往常一样。真的是这样吗？
Alternate Hint 59,BFB下一回合出场。或者是FBFB？
Alternate Hint 77,下一回合是一个真正棘手......
Alternate Hint 79,ZOMG很难...
Alternate Hint 99,但还是没有BAD难对付，不是吗？
Alternate Hint 100,恭喜你完成101回合！领取你的奖励吧！
,
// iap ,
Max Level,等级上限
Processing,正在处理
Purchased,已购买
Purchase failed,购买失败。请检查网络连接和设备登录。
,
// Time,
days,天
day,天
hours,小时
hour,小时
minutes,分钟
minute,分钟
seconds,秒
second,秒
,
// Store: standard,
btd6_monkeymoney,猴币
btd6_monkeymoney Description,一大笔猴币。
btd6_pileomonkeymoney,猴币堆
btd6_pileomonkeymoney Description,一大堆猴币。
btd6_vaultomonkeymoney,猴币保险库
btd6_vaultomonkeymoney Description,一座装满猴币的保险库！
btd6_mountainomonkeymoney,猴币山
btd6_mountainomonkeymoney Description,你需要一队夏尔巴猴，才能够到达这座猴币山的顶峰。
btd6_towerxp,(5000)点猴子经验值
btd6_towerxp Description,立即为你最喜欢的猴子塔获取{0}点经验值！
btd6_fulltowerunlock,猴子全解锁
btd6_fulltowerunlock Description,立即解锁一种猴子塔的全部升级
btd6_doublecashmode,双倍现金模式
btd6_doublecashmode Description,永久获得双倍的游戏现金！可以停用。
btd6_knowledgeunlocked,已解锁知识
btd6_knowledgeunlocked Description,解开猴子知识的秘密！等级立即升至等级{0}，并获得{1}奖励知识点！
btd6_knowledgepoint,知识点
btd6_knowledgepoint Description,用知识点让猴子变得更聪明。
btd6_herobooster,英雄助推器
btd6_herobooster Description,在当前游戏中选择的英雄达到{0}级，直到本游戏结束。
btd6_powersattackpack,力量攻击包
btd6_powersattackpack Description,一套应对{0}战斗的猴子力量。
btd6_instatowerspack,Insta猴子包
btd6_instatowerspack Description,5个猴子防御塔，无需游戏内使用现金即可部署！包含2个1阶、2个2阶和1个3阶防御塔。抽到每一阶猴子的几率相同。
btd6_tier3instatowerspack,3阶Insta猴子包
btd6_tier3instatowerspack Description,10个3阶Insta猴子塔，无需游戏内使用现金即可部署！抽到每一个猴子的几率相同。
btd6_tier4instatowerspack,4阶Insta猴子包
btd6_tier4instatowerspack Description,10个4阶Insta猴子塔，无需游戏内使用现金即可部署！吸引每一个猴子的几率相同。
btd6_needmoremonkeymoneyprompt,猴币不足！想要购买更多？
,
,
// Store: Limited Time Packs,
btd6_knowledgepoints,{0}知识点
btd6_knowledgepoints Description,立即获取{0}个猴子知识点！
btd6_extraTowerxp,额外防御塔 XP（{0}）
btd6_extraTowerxp Description,现在就为你最爱的防御塔取得{0}XP！
btd6_extramonkeymoney,额外的猴币
btd6_extramonkeymoney Description,特惠！极低价格购买{0}猴币。
btd6_powerspandamonium,力量帕拉美奇
btd6_powerspandamonium Description,结合我们的力量！一包涵盖最好的{0}种猴子力量。
btd6_instatowersmegabooster,Insta猴子巨型助推器
btd6_instatowersmegabooster Description,这个超级套装包含5个2阶、12个3阶和3个4阶insta猴子塔，无需游戏内使用现金即可部署！抽到每一阶猴子的几率相同。
btd6_megamonkeycompendiumpack,巨型猴子合集包
btd6_megamonkeycompendiumpack Description,"一大包的好东西！25,000个猴币，100攻击力量，30个3阶Insta猴子塔，15个4阶Insta猴子塔，5个5阶Insta猴子塔，以及解锁知识（等级30、5个奖励猴子知识点）！抽到每一阶猴子的几率相同。"
btd6_tier5instatowerpack,5阶Insta猴子包
btd6_tier5instatowerpack Description,10个5阶Insta猴子塔，无需游戏内使用现金即可部署！抽到每一阶猴子的几率相同。
,
// Store: Sale packs,
btd6_pileomonkeymoney_sale,一堆猴币特卖
btd6_pileomonkeymoney_sale Description,一大堆猴币。
btd6_vaultomonkeymoney_sale,一仓库猴币特卖
