//Input. Needs to be first e.g [I] replaced by click or tap,
Click,클릭
Glue Strike Ability Description,화면의 모든 풍선에 글루를 묻힙니다.
Glue Storm Ability Description,글루 폭풍 능력은 10초 동안 화면 전체에 글루를 퍼붓습니다.
Supply Drop Ability Description,능력: 캐시가 가득한 상자를 투하합니다.
Elite Sniper Ability Description,보급품 투하로 받는 캐시의 양이 상당히 증가합니다.
Elite Defender Ability Description,목숨을 잃으면 그에 대한 보복으로 잠시 동안 이 저격수의 공격 속도가 2배가 됩니다.
First Strike Capability Ability Description,화면상의 가장 큰 풍선을 향해 무시무시한 미사일을 날립니다. 한 방에 최대 ZOMG 풍선 한 개나 작은 풍선 여러 개를 폭파할 수 있습니다.
Pre-emptive Strike Ability Description,풍선 입구에서 MOAB급 풍선이 나타나면 자동으로 MOAB대항 미사일을 추가로 발사합니다.
Monkey Pirates Ability Description,MOAB 테이크다운 능력: MOAB급 풍선을 붙잡고 추락시킵니다. 기본 공격에 대포를 두 대 추가합니다.
Pirate Lord Ability Description,"한꺼번에 3개의 갈고리닻을 발사하며, 이로써 격추시킨 MOAB급 풍선에게서 각각 추가 캐시를 갈취할 수 있습니다."
Ground Zero Ability Description,폭탄 투하의 효과를 증가합니다. 낙하지점 능력: 화면의 거의 모든 것을 파괴하는 거대한 폭탄을 투하합니다.
Tsar Bomba Ability Description,무지막지하게 큰 폭탄입니다. 사태가 겉잡을 수 없게 되었네요!
Support Chinook Redeploy Ability Description,대부분의 원숭이 유형을 태우고 재배치할 수 있습니다.
Support Chinook Supplies Ability Description,목숨과 캐시 상자를 투하합니다.
Special Poperations Ability Description,기관총을 든 무시무시한 원숭이 해병대 특수부대원을 배치합니다.
Pop and Awe Ability Description,화면 전체에 동시다발의 폭발을 내려 몇 초 동안 모든 풍선을 터트리고 움직이지 못하게 합니다.
Rocket Storm Ability Description,사방으로 위력적인 로켓 폭풍을 내보냅니다.
Mauler Storm Ability Description,각 미사일이 MOAB급 풍선에 극심한 피해를 줍니다.
Summon Phoenix Ability Description,강력한 피닉스가 20초 동안 풍선을 사정없이 파괴합니다.
Wizard Lord Phoenix Ability Description,마법사 군주가 화염의 대가가 되어 잠시 동안 초강력 용암 피닉스로 변신합니다.
Soulbind Ability Description,더 많은 강력한 풍선 종을 되살려서 적을 제거합니다.
Tech Terror Ability Description,폭발 반경 내에 있는 대부분의 풍선을 온전히 파괴합니다.
The Anti-Bloon Ability Description,<프로그램 지령> <풍선 퇴치> <실행>
Legend of the Night Ability Description,"마지막 희망까지 사그라졌을 때, 의지할 수 있는 오직 단 하나의 존재..."
Bloon Sabotage Ability Description,사보타주 동안 모든 풍선의 이동 속도가 감소합니다.
Grand Saboteur Ability Description,"능력 지속 시간이 증가하며, 사보타주 동안 나타나는 MOAB급 풍선의 체력이 감소합니다."
Transforming Tonic Ability Description,드루이드 주변의 농장이 잠시 머니를 50% 더 법니다.
IMF loan Ability Description,"$10,000을 빌리며, 이는 시간이 지나면서 되갚아야 합니다."
Monkey-Nomics Ability Description,절대로 망해선 안 되는 상황이라면...
Overclock Ability Description,대상 원숭이가 잠시 동안 슈퍼 능력자가 됩니다.
Spike Storm Ability Description,트랙 전체를 덮을 정도의 스파이크를 발사합니다.
Carpet of Spikes Ability Description,트랙 전체에 스파이크 카펫을 라운드마다 깝니다.
Magic Arcanum Ability Description,주변에 어떤 마법 원숭이가 있느냐에 따라 능력이 정해지는 강력한 원숭이를 생산합니다.
Call to Arms Ability Description,10초 동안 모든 원숭이의 공격 속도와 터트리는 힘을 두 배로 만듭니다.
Homeland Defense Ability Description,"능력이 모든 원숭이에게 적용되며, 15초 동안 지속됩니다."
,
//Maps,
TownCentre,타운 센터
Tutorial,원숭이 초원
TreeStump,나무 그루터기
InTheLoop,루프 속에서
BTD1,BTD1
Cubism,입체파
FourCircles,네 개의 원
Cracked,갈라진 땅
Hedge,울타리
Streambed,강바닥
MonkeysInSpace,우주 원숭이
Underground,지하
AnotherBrick,또 다른 벽돌
#ouch,#아야
EndOfTheRoad,길의 끝
Chutes,홈통
Rake,갈퀴
OffTheCoast,바닷가 근처
MuddyPuddles,진흙탕
ParkPath,공원로
Logs,통나무
TestMap,테스트맵
Cornfield,옥수수밭
SpiceIslands,향신료 제도
FiringRange,사격장
HighFinance,고비용
Downstream,하류
DarkCastle,어둠의 성
FrozenOver,꽁꽁 얼음
Haunted,귀신 나오는
Quad,사각형
MoonLanding,달 착륙
AlpineRun,알프스 등반
Peninsula,반도
,
//Tower Groups,
Primary,일차
Military,군사
Magic,마법
Support,지원
Heroes,영웅
Powers,힘
,
//Misc,
Crit,치명타
,
//Target Types,
TT_Close,가까운
TT_First,처음
TT_Last,마지막
TT_Strong,강한
TT_Track,일반
TT_Circle,원
TT_CloseTrack,가까운
TT_CustomPath,커스텀 경로
TT_Elite,엘리트
TT_FarTrack,멀리 있음
TT_FigureInfinite,무한대 기호
TT_FigureEight,8자 기호
TT_FollowTouch,터치 따라가기
TT_LockInPlace,위치에 고정
TT_NecromancerTarget,강령술사 표적
TT_OffsetTrack,트랙 상쇄
TT_PatrolPoints,순찰 지점
TT_Pursuit,추적
TT_RandomPosition,무작위 위치
TT_RandomTarget,무작위 표적
TT_SmartTrack,스마트
TT_Submerge,수중
TT_CloseSharedRange,가까운 공유 사정거리
TT_ExpensiveFriendlyTarget,고비용 아군 표적
TT_FirstSharedRange,첫 공유 사정거리
TT_FriendlyTarget,아군 표적
TT_Grapplable,붙잡을 수 있는
TT_TargetIndependant,표적 상관없음
TT_TargetInFront,앞의 표적
TT_LastSharedRange,마지막 공유 사정거리
TT_TargetMoab,표적 MOAB
TT_TargetOpposite,표적 반대
TT_TargetPointer,표적 포인터
TT_SetTarget,목표 설정
TT_StrongSharedRange,강한 공유 사정거리
TT_TargetTag,표적 태그
TT_TrackOrDefault,트랙 또는 기본값
TT_Centered,중앙 경로
,
//Currency,
Cash,캐시
XP,XP
Monkey Money,멍키 머니
Free,무료
,
Round,라운드
Max Tier Reached,최대 티어 도달
Empty,비어있음
Not Upgraded,업그레이드 안됨
Owned,보유함
Max Upgrades,최대 업그레이드
Deployed Message,{0}개 배치됨
,
//UI Misc,
OK,오케이
Cancel,취소
Start,시작
Return To Menu,메뉴
Freeplay,자유플레이
Continue,계속하기
Done,완료
Try Again,재시도
Continue?,계속하시겠습니까?
,
Rewards,보상:
Change Hero,영웅 교체
Select a Hero,영웅 선택
Select a Map,맵 선택
Selected,선택됨
Select a Hero Subheading,영웅은 병력을 전투에서 이끄는 강한 원숭이입니다.
Select Language,언어 선택
Unlock All,모두 해제하기
Upgrade Ingame cost,게임 내 비용
Loading,불러오는 중...
,
Defeat,패배
Defeat Message,낮은 난이도에서 다시 시도해보세요
Victory,승리
Victory Message,못된 풍선들을 막아냈어요
,
,
//ModeSelectScreen,
Select a Mode,모드 선택
Mode Standard,표준
Mode MilitaryOnly,군사 전용
Mode Apopalypse,대재앙
Mode Reverse,역방향
Mode Sandbox,샌드박스
Mode PrimaryOnly,일차 전용
Mode Deflation,수축
Mode Half Cash,캐시 절반
Mode DailyChallenge,일일 도전과제
,
//GameTypeScreen,
Choose a Game,게임 선택
New Game,새 게임
Daily Challenge,일일 도전과제
Co-op,협동
Random,랜덤
,
//HomeScreen,
HS Monkeys,원숭이
HS Heroes,영웅
HS Play,플레이
HS Powers,힘
HS Knowledge,지식
,
//In game screens,
Upgrades,업그레이드
Sell,판매
Get More,더 구하기
,
// PauseMenu ,
Controls,조작
Drag & Drop,드래그 & 드롭
Lock & Drop,드롭 & 잠금
Line of Sight,시선
Continuous Play,지속적 플레이
Off,끄기
Store,상점
Home,홈
Restart,재시작
You ran out of lives on:,목숨 고갈:
Game Over Round,{0}라운드
Victory Body,축하합니다! 다음 모드에서 이 트랙을 클리어했습니다: {0}
,
// LinK,
Log out,로그아웃
Clear Data,데이터 삭제
Login,로그인
Not logged into LiNK,LiNK에 로그인하지 않았습니다
Logged into LiNK as,LiNK에 {0}(으)로 로그인했습니다
,
// Map Difficulty,
MD Beginner,초보
MD Intermediate,중급
MD Advanced,고급
MD Expert,전문
MD Extreme,극한
,
//Tower Specific Messages,
Patrol Message,[I]하여 순찰 지점 설정
Sun Temple Title,사원 희생
Sun Temple Body,사원은 제물을 요구합니다. 주변의 모든 타워가 파괴되어 사원의 놀라운 힘을 다양하게 향상합니다. 일단 주의는 드렸습니다...
True Sun Temple Title,사원 희생
True Sun Temple Body,진정한 태양신을 \n소환하시겠습니까!!??
Heli Pilot Redeploy Message,타워를 드래그 앤 드롭하여 재배치하십시오.
Heli Pilot Redeploy Message Banned,이 타워는 재배치할 수 없습니다.
Select a tower to Soulbind,영혼귀속할 타워를 선택하세요
Select Point,포인트 선택
Select a tower to link,연결할 타워를 선택하세요
Cannot link to this tower,이 타워와 연결할 수 없습니다
Tower is already linked,이미 연결된 타워입니다
Tower must have an ability,타워에 적절한 능력이 있어야 합니다
Unlink,연결 해제
,
//Upgrades Screen,
Unlock Message,해제 비용:
XP To Spend,{0} XP 소모:
,
//Tower screen,
Unlock Hero,레벨 해제
Max Level Hero,최대 레벨 도달!
,
//Hero Screen,
InGame Cost,게임 내 비용: ${0}
,
//Knowledge Screen,
Knowledge Requirement,{1} 투자 포인트 최소한 {0} 더 필요
,
//Removables,
Removable Cost,${0}로 제거
,
// Powers Select Screen,
Select a Power,힘 선택
Add For:,추가 비용:
,
// Achievements screen,
Achievements,업적
Rewards:,보상:
,
//Debug Options,
Set Health,체력 설정
Set Health Description,새 체력으로 설정할 값을 입력하세요
Set Cash,캐시 설정
Set Cash Description,새 캐시로 설정할 값을 입력하세요
,
//Difficulty,
Easy,쉬운
Medium,보통
Hard,어려운
Impoppable,노빵꾸
Sandbox,샌드박스
Easy Description,"쉬움 난이도에서는 원숭이의 비용과 풍선의 이동 속도가 보통 난이도보다 약간 낮으며, 목숨이 200개입니다. 쉬움 난이도에서 40라운드를 깨면 해당 트랙의 동메달을 받습니다."
Medium Description,"보통 난이도에서는 원숭이의 비용과 풍선의 이동 속도가 보통이며, 목숨이 150개입니다. 보통 난이도에서 60라운드를 깨면 해당 트랙의 은메달을 받습니다."
Hard Description,"어려움 난이도에서는 보통 난이도보다 원숭이의 비용이 더 높고, 3라운드에서부터 시작하며, 풍선의 이동 속도가 약간 높고, 목숨이 100개입니다. 어려움 난이도에서 80라운드를 깨면 해당 트랙의 금메달을 받습니다."
Impoppable Description,"노빵꾸 난이도에서는 보통 난이도보다 원숭이의 비용이 훨씬 더 높고, 6라운드에서부터 시작하며, 풍선의 이동 속도가 훨씬 높고, 목숨이 1개입니다. 노빵꾸 난이도에서 100라운드를 깨면 해당 트랙의 플래티넘 메달을 받습니다."
Sandbox Description,"샌드박스에서는 원숭이의 비용과 풍선의 이동 속도가 보통이며, 목숨과 캐시가 무한합니다."
,
,
,
,
,
//Popup Screens,
Unlock All Title,업그레이드 모두열기
Unlock All Body,{0} XP로 모든 업그레이드 잠금 해제
Not Enough Cash Title,캐시 부족
Not Enough Cash Body,풍선을 더 터트려서 캐시를 얻으세요.
Not Enough XP Title,XP 부족
Not Enough XP Body,{0} XP가 필요합니다.\n라운드를 깰 때마다 타워가 XP를 획득합니다
Already Own Upgrade Title,업그레이드 이미 보유함
Already Own Upgrade Body,이미 보유한 업그레이드입니다.
Locked Title,업그레이드 잠김
Locked Body,이 업그레이드를 구매하려면 이전 업그레이드부터 구매해야 합니다.
Quit Title,그만두기
Quit Body,정말로 튜토리얼에서 나가시겠습니까?
Continue Saved Game Title,마지막으로 저장한 게임을 계속하시겠습니까?
Continue Saved Game Body,{3} 난이도와 {2}모드로 {1} {0}라운드에서 플레이를 계속하시겠습니까?
Continue Saved Game Okay,저장 불러오기
