//Input. Needs to be first e.g [I] replaced by click or tap,
Click,Clique
LongTurbo,Turbo Longo
LongTurboDescription,A habilidade Turbo do Bumerangue dura 15 segundos.
HardPress,Prensa Pesada
HardPressDescription,A Prensa MOAB recua 30% mais.
MegaMauler,Mega Esmagador
MegaMaulerDescription,O Esmaga MOAB causa mais dano por acerto.
ViolentImpact,Impacto Violento
ViolentImpactDescription,O Impacto Bloon do Bombardeiro atordoa por 25% mais tempo.
BudgetClusters,Bombas Baratas
BudgetClustersDescription,As bombas de fragmentação dos Bombardeiros têm o custo reduzido em 100.
FastTackAttacks,Ataque de Tachinhas Rápidas
FastTackAttacksDescription,Dispara Tachinhas tem a velocidade de ataque aumentada em 8%.
PoppyBlades,Lâminas Estourantes
PoppyBladesDescription,A melhoria Dispara Lâminas recebe +2 de perfuração.
BigInferno,Grande Inferno
BigInfernoDescription,A melhoria Anel Infernal recebe raio de explosão +3.
SoCold,Tão... Frio...
SoColdDescription,A melhoria Gelo Permanente do Macaco de Gelo desacelera em 60%.
BigCryoBlast,Grande Estouro Gelado
BigCryoBlastDescription,O Canhão Criogênico tem raio de explosão aumentado.
Hypothermia,Hipotermia
HypothermiaDescription,Nevascas congelam Bloons por mais tempo.
MoreSplattyGlue,Mais Cola Melada
MoreSplattyGlueDescription,O Salpica Cola pode afetar até 8 Bloons por disparo.
AviationGradeGlue,Cola de Aviação
AviationGradeGlueDescription,A Cola MOAB desacelera mais que o normal.
CheaperSolution,Solução mais Barata
CheaperSolutionDescription,Custo do Liquidifica Bloons reduzido em 1000.
BonusMonkey,Macaco Bônus!
BonusMonkeyDescription,Comece cada jogo com um Macaco Dardo grátis! (Apenas 1torre macaco grátis por jogo)
MoreCash,Mais Dinheiro
MoreCashDescription,Aumenta o Dinheiro Inicial em 200.
,
// Support,
FlatPackBuildings,Construções Pré-moldadas
FlatPackBuildingsDescription,Fazendas e Vilas custam 2% a menos e vendem 2% mais caro.
FarmSubsidy,Subsídio Rural
FarmSubsidyDescription,A primeira Fazenda de Bananas de cada jogo custa 100 a menos.
MoreValuableBananas,Bananas Mais Valiosas
MoreValuableBananasDescription,A melhoria de Bananas Valiosas aumenta para 30%.
VigilantSentries,Sentinelas Vigilantes
VigilantSentriesDescription,Sentinelas duram mais do que o normal.
OneMoreSpike,Mais Um Espinho
OneMoreSpikeDescription,Montes das Usinas de Espinhos têm +1 espinho.
GlobalAbilityCooldowns,Recargas Globais de Habilidade
GlobalAbilityCooldownsDescription,Todas as recargas de habilidade para todos os macacos reduzidas em 3%.
EliteTutors,Tutores de Elite
EliteTutorsDescription,Gera ainda +15 XP por rodada para seu Heróis.
InsiderTrades,Negociações Internas
InsiderTradesDescription,O desconto de Negócios Símios aumenta em 2%.
BiggerBanks,Bancos Maiores
BiggerBanksDescription,Os Bancos Símios estocam 2500 em dinheiro extra.
BackroomDeals,Acordos Por Debaixo dos Panos
BackroomDealsDescription,O Empréstimo do FMI é aumentado para $12000 e a taxa de devolução é 40%.
ThickerFoams,Espumas Mais Grossas
ThickerFoamsDescription,A Espuma de Limpeza pode atingir 3 Bloons a mais antes de expirar.
BigTraps,Armadilhas Grandes
BigTrapsDescription,A Armadilha Bloon pode segurar mais 30 RBE.
BetterSellDeals,Melhor Acordos de Venda
BetterSellDealsDescription,Todos os Macacos vendem 5% mais caro.
VeryShreddy,Bem Retalhante
VeryShreddyDescription,DSTR MOAB causam +1 de dano em Bloons Classe MOAB.
HiValueMines,Minas de Alto Valor
HiValueMinesDescription,Minas de Espinhos têm custo reduzido em 1500.
LongGraduation,Curso Longo
LongGraduationDescription,O Graduado da Academia dura mais.
InlandRevenueStreams,Fluxo de Receita Interna
InlandRevenueStreamsDescription,Bônus de dinheiro da Cidade dos Macacos aumentado em 10%.
ToArms,Às ARMAS!
ToArmsDescription,A duração do Chamado às Armas aumenta em 3 segundos.
VeteranMonkeyTraining,Treinamento Símio Veterano
VeteranMonkeyTrainingDescription,Tempo de recarga de todos os macacos reduzidos em 3%.
MonkeyEducation,Educação Símia
MonkeyEducationDescription,Taxa de obtenção de XP aumentada em 8% para todos os macacos.
,
// Military,
AdvancedLogistics,Logística Avançada
AdvancedLogisticsDescription,Custo base de todos os Macacos Militares reduzidos em 5%.
GunCoolant,Resfriamento de Arma
GunCoolantDescription,Macacos Ases atacam 10% mais rápido.
CeramicShock,Choque Cerâmico
CeramicShockDescription,Acertos de Atirador em Bloons de Cerâmica os desaceleram brevemente.
NavalUpgrades,Melhorias Navais
NavalUpgradesDescription,O Bucaneiro e o Macaco Sub ganham +1 de perfuração por disparo.
TradeAgreements,Acordos Comerciais
TradeAgreementsDescription,Navios Mercantes geram +$20 por rodada.
AirforceUpgrades,Melhorias Aeronáuticas
AirforceUpgradesDescription,O Ás Macaco e o Helicóptero ganham +1 de perfuração por disparo.
BroadBladeDartlings,Dispara Dardos Lâmina Larga
BroadBladeDartlingsDescription,Dardos disparados atingem Bloons mais facilmente.
BreakingBallistic,Quebra Balística
BreakingBallisticDescription,Mísseis Balísticos causam mais dano a Bloons de Cerâmica.
AcceleratedAerodarts,Aerodardos Acelerados
AcceleratedAerodartsDescription,Dardos de Macacos Ases voam mais rápido.
RapidRazors,Lâminas Rápidas
RapidRazorsDescription,Lâminas Rotoras estouram Bloons mais rápido.
BudgetBattery,Promoção de Bateria
BudgetBatteryDescription,Bateria de Artilharia tem custo reduzido em 600.
PaintStripper,Remove Tintas
PaintStripperDescription,Cápsulas de morteiro explosivas removem a blindagem de Bloons DDT.
CheaperMaiming,Esmagamento Mais Barato
CheaperMaimingDescription,Custo do Esmaga MOAB reduzido em 1000.
ChargedChinooks,Chinooks Carregados
ChargedChinooksDescription,Habilidades Ativadas do Chinook dão 25% mais vidas e dinheiro.
ExtraBurnyStuff,Parada Extra Queimante
ExtraBurnyStuffDescription,A Parada Queimante estoura a cada segundo.
DartlingCoolant,Resfriamento de Dardos
DartlingCoolantDescription,Velocidade de ataque da Arma de Dardos aumentada em 10%.
MoreBuckshot,Mais Chumbo
MoreBuckshotDescription,O chumbo dispara mais 5 projéteis.
BigBunch,Grande Dispersão
BigBunchDescription,O disparo disperso dispara 6 balas.
TargetedPineapples,Abacaxis Mirados
TargetedPineapplesDescription,Abacaxis só são disparados próximos à pista.
EliteMilitaryTraining,Treinamento Militar de Elite
EliteMilitaryTrainingDescription,Todos os Macacos Militares recebem um bônus único de +1000 XP e recebem XP 5% mais rápido permanentemente.
MasterDefender,Defensor Mestre
MasterDefenderDescription,O Defensor de Elite não tem recarga.
BigBloonSabotage,Grande Sabotagem Bloon
BigBloonSabotageDescription,Todos os Bloons Classe MOAB aparecem parcialmente danificados.
FasterTakedowns,Derrubadas Mais Rápidas
FasterTakedownsDescription,A habilidade Derruba MOAB tem uma recarga 5 segundos mais rápida.
SubAdmiral,Sub-Almirante
SubAdmiralDescription,O Subcomandante afeta todos os Macacos Submarinos na tela.
MilitaryConscription,Alistamento Militar
MilitaryConscriptionDescription,O preço de compra do primeiro Macaco Militar a cada jogo é dois terços do normal.
AeronauticSubsidy,Subsídio Aeronáutico
AeronauticSubsidyDescription,As melhorias de nível 5 dos Ases Macacos custam 10% menos.
FocusedPlasma,Plasma Focado
FocusedPlasmaDescription,O Acelerador de Plasma causa dano mais rápido.
QuadBurst,Rajada Quádrupla
QuadBurstDescription,Faz Dardos de Ar se dividirem em 4 ao invés de 3.
,
// Heroes,
QuickHands,Mãos Rápidas
QuickHandsDescription,Faz todos os heróis atacarem 4% mais rápido.
MoreSplody,Mais Explosão
MoreSplodyDescription,Os explosivos dos heróis ganham +2 de perfuração por disparo.
HeroicReach,Alcance Heroico
HeroicReachDescription,Todos os heróis têm alcance ligeiramente aumentado.
HeroicVelocity,Velocidade Heroica
HeroicVelocityDescription,As velocidades dos projéteis de todos os heróis aumentam ligeiramente.
SelfTaughtHeroes,Heróis Autodidatas
SelfTaughtHeroesDescription,Heróis ganham XP 10% mais rápido.
HeroFavors,Favores Heroicos
HeroFavorsDescription,O custo base dos heróis é reduzido em 10%.
Scholarships,Bolsas de Estudo
ScholarshipsDescription,Custos de treinamento heroico reduzidos em 10%.
AbilityDiscipline,Habilidade Disciplinar
AbilityDisciplineDescription,Recargas heroicas de nível 10 reduzidas em 10%.
EmpoweredHeroes,Heróis Empoderados
EmpoweredHeroesDescription,Heróis começam a cada jogo no nível 3.
AbilityMastery,Maestria de Habilidade
AbilityMasteryDescription,"No nível 20, a recarga da habilidade de nível 3 é reduzida em 30%."
BigBloonBlueprints,Plantas MOAB
BigBloonBlueprintsDescription,Heróis causam +1 de dano a Bloons Classe MOAB com seus ataques básicos.
,
// Magic,
MagicTricks,Truques Mágicos
MagicTricksDescription,A Magia Teleguiada e a Magia Intensa custam 25 menos.
LingeringMagic,Magia Duradoura
LingeringMagicDescription,"Duração de projétil aumentada para o Macaco Mago, o Supermacaco, o Macaco Ninja e o Druida."
SuperRange,SUPER Alcance
SuperRangeDescription,Alcance aumentado para a melhoria Alcance Superior.
DiversionTactics,Táticas de Diversionismo
DiversionTacticsDescription,Chance aumentada de distrair Bloons com a melhoria de Distração.
SpeedyBrewing,Mistura Rápida
SpeedyBrewingDescription,Todas as poções do Alquimista têm tempo de recarga 5% mais rápido.
WarmOak,Carvalho Quente
WarmOakDescription,O Coração de Carvalho tem o custo reduzido em 100.
CheaperDoubles,Duplas Mais Baratas
CheaperDoublesDescription,Tiros Duplos do Ninja têm custo reduzido em 100.
AcidStability,Estabilidade Ácida
AcidStabilityDescription,Poços ácidos dos Alquimistas duram 5 segundos mais.
HotMagic,Magia Quente
HotMagicDescription,Todas as torres do tipo Mágico podem estourar Bloons Congelados.
ArcaneImpale,Empalamento Arcano
ArcaneImpaleDescription,A Lança Arcana causa dano extra em Bloons de Cerâmica e Classe MOAB.
ColdFront,Frente Gélida
ColdFrontDescription,Acertos da Esfera de Raios congelam Bloons após causar dano.
FlameJet,Jato de Chamas
FlameJetDescription,Projéteis do Sopro do Dragão se movem muito mais rápido.
StrikeDownTheFalse,Derrubar os Falsos
StrikeDownTheFalseDescription,O Avatar do Sol pode estourar Bloons Roxos.
HeavyKnockback,Recuo Pesado
HeavyKnockbackDescription,Bloons acertados pelo Recuo do Supermacaco recuam um pouco mais.
StrongTonic,Tônico Poderoso
StrongTonicDescription,O Tônico Transformador dura mais.
MoMonkeyMoney,Mais Dinheiro de Macaco
MoMonkeyMoneyDescription,Recebe mais 10% Dinheiro de Macaco de vitórias em qualquer dificuldade.
DeadlyTranquility,Tranquilidade Mortal
DeadlyTranquilityDescription,Bloonjitsu e o Grande Mestre Ninja têm uma shuriken extra por lançamento.
ManaShield,Escudo de Mana
ManaShieldDescription,Cria um escudo especial que absorve até 25 vidas de graça. Recarrega lentamente a cada rodada se nenhum Bloon escapar.
ThereCanBeOnlyOne,Só Pode Haver Um
ThereCanBeOnlyOneDescription,Só pode haver um.
,
// Powers,
JustOneMore,Só Mais Um
JustOneMoreDescription,Pilhas de espinhos têm 21 espinhos.
LongerBoosts,Impulsos mais Longos
LongerBoostsDescription,Os Impulsos Símios duram mais.
PreGamePrep,Preparação Pré-Jogo
PreGamePrepDescription,Comece cada jogo com uma pilha de espinhos permanentes no fim de cada pista.
SupaGroFertilizer,Prosperidade Superior
SupaGroFertilizerDescription,Prosperidade adiciona 30% ao invés de 25%.
BudgetCashDrops,Descargas de Dinheiro Baratas
BudgetCashDropsDescription,Descargas de Dinheiro custam 20 de Dinheiro de Macaco a menos.
LongerDartTime,Parar Tempo Mais Longo
LongerDartTimeDescription,Parar Tempo dura mais do que o normal.
PowerfulMonkeyStorm,Tempestade de Macacos Poderosa
PowerfulMonkeyStormDescription,A Supertempestade de Macacos causa mais dano.
FitFarmers,Fazendeiros em Forma
FitFarmersDescription,Fazendeiros Macacos têm maior raio.
CheaperLakes,Lagos Mais Baratos
CheaperLakesDescription,Lagos Portáteis custam 40 em Dinheiro de Macaco.
BudgetPontoons,Balsas Baratas
BudgetPontoonsDescription,Balsas custam 40 em Dinheiro de Macaco.
MaulingMoabMines,Minas MOAB Destrutivas
MaulingMoabMinesDescription,Minas MOAB causam dano extra.
BiggerCamoTrap,Armadilha de Camuflados Maior
BiggerCamoTrapDescription,Armadilhas de Camuflados duram por 600 Bloons.
SupersizeGlueTrap,Armadilha de Cola Gigante
SupersizeGlueTrapDescription,"A Armadilha de Cola pode desacelerar Bloons Classe MOAB, mas quanto maior o Bloon, mais cola é usada."
SupaThrive,Prosperidade Superior
SupaThriveDescription,Prosperidade adiciona 30% ao invés de 25%.
,
Monkey Knowledge,Conhecimento Símio
Unlock More Amazing Skills,Libera Mais Habilidades Incríveis
Choose a tower to get started,Escolha uma torre para começar
Requires Points,Requer \n{0} Pontos
Complete,Complete
Needs,Necessidade
Assign+1,Coloque+1
NEW HERO!,NOVO HERÓI!
1 Monkey Knowledge Point!,1 Ponto de Conhecimento Símio
Level Up!,Subiu de Nível!
Max Level!,Nível Máximo!
Set Round,Defina a Rodada
Set Round Description,"Define a rodada dos jogadores. Note que ao pressionar Jogar, aumentará o número da rodada"
Buy Insta Monkeys,Comprar Macacos Insta
,
Mode Clicks,CHIMPS
Mode DoubleMoabHealth,MOABs de Vida Dupla
Mode AlternateBloonsRounds,Rodadas Bloons Alternativas
Mode Impoppable,Inestourável
Mode HalfStartingCash,Metade do Dinheiro Inicial
Mode MagicOnly,Apenas Macacos Mágicos
Mode HalfCash,Metade do Dinheiro
,
Requires internet connection,Requer conexão à internet
Daily chest countdown,Retorne em {0} h {1} m para resgatar sua próxima recompensa!
Daily challenge countdown,Volte em {0} h {1} m para o próximo desafio
,
// Language,
Chinese Simplified,Chinês Simplificado
Chinese Traditional,Chinês Tradicional
Danish,Dinamarquês
Dutch,Holandês
English,Inglês
French,Francês
German,Alemão
Italian,Italiano
Norwegian,Norueguês
Portuguese,Português
Russian,Russo
Spanish,Espanhol
Swedish,Sueco
Turkish,Turco
Korean,Coreano
Japanese,Japonês
,
Backup,Backup
Profile,Conta
Copyright,© Ninja Kiwi Versão {0}
,
IAP Failed AppNotKnown,Não foi possível comprar. A loja relatou o app como desconhecido.
IAP Failed NoProductsAvailable,Não foi possível comprar. Não há produtos disponíveis para compra.
IAP Failed PurchasingUnavailable,Não foi possível comprar. Habilite compras no aplicativo nas configurações do dispositivo para continuar.
NaturesWardTotem,Totem da Natureza
Natures Ward Totem,Totem da Natureza
Max Level Reached,Nível Máximo Alcançado
Marine,Fuzileiro
,
Insta monkey roll,Rolar Macaco Insta
,
// Translated 19/2/2018,
Game Hints,Dicas de Jogo
Unavailable,Indisponível
Auto Start,Autoinício
Double Cash Mode,Modo Dinheiro Dobrado
Choose a monkey to unlock,Escolha um macaco para liberar
Level up monkeys,{0} Macacos
Unlock,Liberar
Upgrade Locked,Melhoria Bloqueada
Pause,Pausa
Pause Difficulty,Dificuldade {0}
Military only,Só Militares
Activated Abilities,Habilidades Ativadas
Unlock at level,Libere no nível {0}
Restore Purchases,Restaurar Compras
,
// NEW TEXT TO TRANSLATE,
,
// First Time Triggers,
ft_regrowbloonstitle,Bloons Regeneradores 
ft_regrowbloonsdescription,Bloons Regeneradores! Esses lindos Bloons em formato de coração crescerão camadas perdidas a cada instante.
ft_camobloonstitle,Bloons Camuflados
ft_camobloonsdescription,"IMPORTANTE! Bloons Camuflados não são afetados por seus macacos a menos que haja uma forma de detectá-los. Por exemplo, Quincy pode no nível 5 e Macacos Dardos podem com a melhoria Mira Melhorada."
ft_leadbloonstitle,Bloons de Chumbo
ft_leadbloonsdescription,"Bloons de Chumbo. Eles são feitos de metal, então não são afetados por coisas afiadas. Tente com bombas."
ft_ceramicbloonstitle,Bloons de Cerâmica
ft_ceramicbloonsdescription,Bloons de Cerâmica são cobertos de uma camada de argila endurecida e precisam de vários golpes para estourar.
ft_moabclassbloonstitle,Bloons Classe MOAB
ft_moabclassbloonsdescription,"Temam os Bloons MOAB! Essas fortalezas flutuantes do medo tomam muitos golpes para estourar e, quando estouram, liberam Bloons de Cerâmica."
ft_purplebloonstitle,Bloons Roxos
ft_purplebloonsdescription,"Bloons Roxos contém 2 Bloons Rosa, são rápidos e imunes a todos os tipos de efeitos de energia, fogo e plasma."
